dex,name,form,shadow,pvpoke_name,evo_ids,search_string
500,Emboar,Normal,False,Emboar,"[498, 499, 500]","498,499,500&!shadow"
500,Emboar,Normal,True,Emboar (Shadow),"[498, 499, 500]","498,499,500&shadow"
501,Oshawott,Normal,False,Oshawott,[501],501&!shadow
501,Oshawott,Normal,True,Oshawott (Shadow),[501],501&shadow
502,Dewott,Normal,False,Dewott,"[501, 502]","501,502&!shadow"
502,Dewott,Normal,True,Dewott (Shadow),"[501, 502]","501,502&shadow"
503,Samurott,Hisuian,False,Samurott (Hisuian),"[501, 502, 503]","501,502,503&hisui&!shadow"
503,Samurott,Hisuian,True,Samurott (Hisuian) (Shadow),"[501, 502, 503]","501,502,503&hisui&shadow"
503,Samurott,Normal,False,Samurott,"[501, 502, 503]","501,502,503&!hisui&!shadow"
503,Samurott,Normal,True,Samurott (Shadow),"[501, 502, 503]","501,502,503&!hisui&shadow"
504,Patrat,Normal,False,Patrat,[504],504&!shadow
504,Patrat,Normal,True,Patrat (Shadow),[504],504&shadow
505,Watchog,Normal,False,Watchog,"[504, 505]","504,505&!shadow"
505,Watchog,Normal,True,Watchog (Shadow),"[504, 505]","504,505&shadow"
506,Lillipup,Normal,False,Lillipup,[506],506&!shadow
506,Lillipup,Normal,True,Lillipup (Shadow),[506],506&shadow
507,Herdier,Normal,False,Herdier,"[506, 507]","506,507&!shadow"
507,Herdier,Normal,True,Herdier (Shadow),"[506, 507]","506,507&shadow"
508,Stoutland,Normal,False,Stoutland,"[506, 507, 508]","506,507,508&!shadow"
508,Stoutland,Normal,True,Stoutland (Shadow),"[506, 507, 508]","506,507,508&shadow"
509,Purrloin,Normal,False,Purrloin,[509],509&!shadow
509,Purrloin,Normal,True,Purrloin (Shadow),[509],509&shadow
510,Liepard,Normal,False,Liepard,"[509, 510]","509,510&!shadow"
510,Liepard,Normal,True,Liepard (Shadow),"[509, 510]","509,510&shadow"
511,Pansage,Normal,False,Pansage,[511],511&!shadow
511,Pansage,Normal,True,Pansage (Shadow),[511],511&shadow
512,Simisage,Normal,False,Simisage,"[511, 512]","511,512&!shadow"
512,Simisage,Normal,True,Simisage (Shadow),"[511, 512]","511,512&shadow"
513,Pansear,Normal,False,Pansear,[513],513&!shadow
513,Pansear,Normal,True,Pansear (Shadow),[513],513&shadow
514,Simisear,Normal,False,Simisear,"[513, 514]","513,514&!shadow"
514,Simisear,Normal,True,Simisear (Shadow),"[513, 514]","513,514&shadow"
515,Panpour,Normal,False,Panpour,[515],515&!shadow
515,Panpour,Normal,True,Panpour (Shadow),[515],515&shadow
516,Simipour,Normal,False,Simipour,"[515, 516]","515,516&!shadow"
516,Simipour,Normal,True,Simipour (Shadow),"[515, 516]","515,516&shadow"
517,Munna,Normal,False,Munna,[517],517&!shadow
517,Munna,Normal,True,Munna (Shadow),[517],517&shadow
518,Musharna,Normal,False,Musharna,"[517, 518]","517,518&!shadow"
518,Musharna,Normal,True,Musharna (Shadow),"[517, 518]","517,518&shadow"
519,Pidove,Normal,False,Pidove,[519],519&!shadow
519,Pidove,Normal,True,Pidove (Shadow),[519],519&shadow
520,Tranquill,Normal,False,Tranquill,"[519, 520]","519,520&!shadow"
520,Tranquill,Normal,True,Tranquill (Shadow),"[519, 520]","519,520&shadow"
521,Unfezant,Normal,False,Unfezant,"[519, 520, 521]","519,520,521&!shadow"
521,Unfezant,Normal,True,Unfezant (Shadow),"[519, 520, 521]","519,520,521&shadow"
522,Blitzle,Normal,False,Blitzle,[522],522&!shadow
522,Blitzle,Normal,True,Blitzle (Shadow),[522],522&shadow
523,Zebstrika,Normal,False,Zebstrika,"[522, 523]","522,523&!shadow"
523,Zebstrika,Normal,True,Zebstrika (Shadow),"[522, 523]","522,523&shadow"
524,Roggenrola,Normal,False,Roggenrola,[524],524&!shadow
524,Roggenrola,Normal,True,Roggenrola (Shadow),[524],524&shadow
525,Boldore,Normal,False,Boldore,"[524, 525]","524,525&!shadow"
525,Boldore,Normal,True,Boldore (Shadow),"[524, 525]","524,525&shadow"
526,Gigalith,Normal,False,Gigalith,"[524, 525, 526]","524,525,526&!shadow"
526,Gigalith,Normal,True,Gigalith (Shadow),"[524, 525, 526]","524,525,526&shadow"
527,Woobat,Normal,False,Woobat,[527],527&!shadow
527,Woobat,Normal,True,Woobat (Shadow),[527],527&shadow
528,Swoobat,Normal,False,Swoobat,"[527, 528]","527,528&!shadow"
528,Swoobat,Normal,True,Swoobat (Shadow),"[527, 528]","527,528&shadow"
529,Drilbur,Normal,False,Drilbur,[529],529&!shadow
529,Drilbur,Normal,True,Drilbur (Shadow),[529],529&shadow
530,Excadrill,Normal,False,Excadrill,"[529, 530]","529,530&!shadow"
530,Excadrill,Normal,True,Excadrill (Shadow),"[529, 530]","529,530&shadow"
531,Audino,Normal,False,Audino,[531],531&!shadow
531,Audino,Normal,True,Audino (Shadow),[531],531&shadow
532,Timburr,Normal,False,Timburr,[532],532&!shadow
532,Timburr,Normal,True,Timburr (Shadow),[532],532&shadow
533,Gurdurr,Normal,False,Gurdurr,"[532, 533]","532,533&!shadow"
533,Gurdurr,Normal,True,Gurdurr (Shadow),"[532, 533]","532,533&shadow"
534,Conkeldurr,Normal,False,Conkeldurr,"[532, 533, 534]","532,533,534&!shadow"
534,Conkeldurr,Normal,True,Conkeldurr (Shadow),"[532, 533, 534]","532,533,534&shadow"
535,Tympole,Normal,False,Tympole,[535],535&!shadow
535,Tympole,Normal,True,Tympole (Shadow),[535],535&shadow
536,Palpitoad,Normal,False,Palpitoad,"[535, 536]","535,536&!shadow"
536,Palpitoad,Normal,True,Palpitoad (Shadow),"[535, 536]","535,536&shadow"
537,Seismitoad,Normal,False,Seismitoad,"[535, 536, 537]","535,536,537&!shadow"
537,Seismitoad,Normal,True,Seismitoad (Shadow),"[535, 536, 537]","535,536,537&shadow"
538,Throh,Normal,False,Throh,[538],538&!shadow
538,Throh,Normal,True,Throh (Shadow),[538],538&shadow
539,Sawk,Normal,False,Sawk,[539],539&!shadow
539,Sawk,Normal,True,Sawk (Shadow),[539],539&shadow
540,Sewaddle,Normal,False,Sewaddle,[540],540&!shadow
540,Sewaddle,Normal,True,Sewaddle (Shadow),[540],540&shadow
541,Swadloon,Normal,False,Swadloon,"[540, 541]","540,541&!shadow"
541,Swadloon,Normal,True,Swadloon (Shadow),"[540, 541]","540,541&shadow"
542,Leavanny,Normal,False,Leavanny,"[540, 541, 542]","540,541,542&!shadow"
542,Leavanny,Normal,True,Leavanny (Shadow),"[540, 541, 542]","540,541,542&shadow"
543,Venipede,Normal,False,Venipede,[543],543&!shadow
543,Venipede,Normal,True,Venipede (Shadow),[543],543&shadow
544,Whirlipede,Normal,False,Whirlipede,"[543, 544]","543,544&!shadow"
544,Whirlipede,Normal,True,Whirlipede (Shadow),"[543, 544]","543,544&shadow"
545,Scolipede,Normal,False,Scolipede,"[543, 544, 545]","543,544,545&!shadow"
545,Scolipede,Normal,True,Scolipede (Shadow),"[543, 544, 545]","543,544,545&shadow"
546,Cottonee,Normal,False,Cottonee,[546],546&!shadow
546,Cottonee,Normal,True,Cottonee (Shadow),[546],546&shadow
547,Whimsicott,Normal,False,Whimsicott,"[546, 547]","546,547&!shadow"
547,Whimsicott,Normal,True,Whimsicott (Shadow),"[546, 547]","546,547&shadow"
548,Petilil,Normal,False,Petilil,[548],548&!shadow
548,Petilil,Normal,True,Petilil (Shadow),[548],548&shadow
549,Lilligant,Hisuian,False,Lilligant (Hisuian),"[548, 549]","548,549&hisui&!shadow"
549,Lilligant,Hisuian,True,Lilligant (Hisuian) (Shadow),"[548, 549]","548,549&hisui&shadow"
549,Lilligant,Normal,False,Lilligant,"[548, 549]","548,549&!hisui&!shadow"
549,Lilligant,Normal,True,Lilligant (Shadow),"[548, 549]","548,549&!hisui&shadow"
550,Basculin,Blue_striped,False,Basculin,[550],550&!shadow
550,Basculin,Blue_striped,True,Basculin (Shadow),[550],550&shadow
551,Sandile,Normal,False,Sandile,[551],551&!shadow
551,Sandile,Normal,True,Sandile (Shadow),[551],551&shadow
552,Krokorok,Normal,False,Krokorok,"[551, 552]","551,552&!shadow"
552,Krokorok,Normal,True,Krokorok (Shadow),"[551, 552]","551,552&shadow"
553,Krookodile,Normal,False,Krookodile,"[551, 552, 553]","551,552,553&!shadow"
553,Krookodile,Normal,True,Krookodile (Shadow),"[551, 552, 553]","551,552,553&shadow"
554,Darumaka,Galarian,False,Darumaka (Galarian),[554],554&galar&!shadow
554,Darumaka,Galarian,True,Darumaka (Galarian) (Shadow),[554],554&galar&shadow
554,Darumaka,Normal,False,Darumaka,[554],554&!galar&!shadow
554,Darumaka,Normal,True,Darumaka (Shadow),[554],554&!galar&shadow
555,Darmanitan,Galarian_standard,False,Darmanitan (Galarian),"[554, 555]","554,555&!shadow"
555,Darmanitan,Galarian_standard,True,Darmanitan (Galarian) (Shadow),"[554, 555]","554,555&shadow"
555,Darmanitan,Standard,False,Darmanitan (Standard),"[554, 555]","554,555&!shadow"
555,Darmanitan,Standard,True,Darmanitan (Standard) (Shadow),"[554, 555]","554,555&shadow"
555,Darmanitan,Zen,False,Darmanitan (Zen),"[554, 555]","554,555&!shadow"
555,Darmanitan,Zen,True,Darmanitan (Zen) (Shadow),"[554, 555]","554,555&shadow"
556,Maractus,Normal,False,Maractus,[556],556&!shadow
556,Maractus,Normal,True,Maractus (Shadow),[556],556&shadow
557,Dwebble,Normal,False,Dwebble,[557],557&!shadow
557,Dwebble,Normal,True,Dwebble (Shadow),[557],557&shadow
558,Crustle,Normal,False,Crustle,"[557, 558]","557,558&!shadow"
558,Crustle,Normal,True,Crustle (Shadow),"[557, 558]","557,558&shadow"
559,Scraggy,Normal,False,Scraggy,[559],559&!shadow
559,Scraggy,Normal,True,Scraggy (Shadow),[559],559&shadow
560,Scrafty,Normal,False,Scrafty,"[559, 560]","559,560&!shadow"
560,Scrafty,Normal,True,Scrafty (Shadow),"[559, 560]","559,560&shadow"
561,Sigilyph,Normal,False,Sigilyph,[561],561&!shadow
561,Sigilyph,Normal,True,Sigilyph (Shadow),[561],561&shadow
562,Yamask,Galarian,False,Yamask (Galarian),[562],562&galar&!shadow
562,Yamask,Galarian,True,Yamask (Galarian) (Shadow),[562],562&galar&shadow
562,Yamask,Normal,False,Yamask,[562],562&!galar&!shadow
562,Yamask,Normal,True,Yamask (Shadow),[562],562&!galar&shadow
563,Cofagrigus,Normal,False,Cofagrigus,"[562, 563]","562,563&!shadow"
563,Cofagrigus,Normal,True,Cofagrigus (Shadow),"[562, 563]","562,563&shadow"
564,Tirtouga,Normal,False,Tirtouga,[564],564&!shadow
564,Tirtouga,Normal,True,Tirtouga (Shadow),[564],564&shadow
565,Carracosta,Normal,False,Carracosta,"[564, 565]","564,565&!shadow"
565,Carracosta,Normal,True,Carracosta (Shadow),"[564, 565]","564,565&shadow"
566,Archen,Normal,False,Archen,[566],566&!shadow
566,Archen,Normal,True,Archen (Shadow),[566],566&shadow
567,Archeops,Normal,False,Archeops,"[566, 567]","566,567&!shadow"
567,Archeops,Normal,True,Archeops (Shadow),"[566, 567]","566,567&shadow"
568,Trubbish,Normal,False,Trubbish,[568],568&!shadow
568,Trubbish,Normal,True,Trubbish (Shadow),[568],568&shadow
569,Garbodor,Normal,False,Garbodor,"[568, 569]","568,569&!shadow"
569,Garbodor,Normal,True,Garbodor (Shadow),"[568, 569]","568,569&shadow"
570,Zorua,Hisuian,False,Zorua (Hisuian),[570],570&hisui&!shadow
570,Zorua,Hisuian,True,Zorua (Hisuian) (Shadow),[570],570&hisui&shadow
570,Zorua,Normal,False,Zorua,[570],570&!hisui&!shadow
570,Zorua,Normal,True,Zorua (Shadow),[570],570&!hisui&shadow
571,Zoroark,Hisuian,False,Zoroark (Hisuian),"[570, 571]","570,571&hisui&!shadow"
571,Zoroark,Hisuian,True,Zoroark (Hisuian) (Shadow),"[570, 571]","570,571&hisui&shadow"
571,Zoroark,Normal,False,Zoroark,"[570, 571]","570,571&!hisui&!shadow"
571,Zoroark,Normal,True,Zoroark (Shadow),"[570, 571]","570,571&!hisui&shadow"
572,Minccino,Normal,False,Minccino,[572],572&!shadow
572,Minccino,Normal,True,Minccino (Shadow),[572],572&shadow
573,Cinccino,Normal,False,Cinccino,"[572, 573]","572,573&!shadow"
573,Cinccino,Normal,True,Cinccino (Shadow),"[572, 573]","572,573&shadow"
574,Gothita,Normal,False,Gothita,[574],574&!shadow
574,Gothita,Normal,True,Gothita (Shadow),[574],574&shadow
575,Gothorita,Normal,False,Gothorita,"[574, 575]","574,575&!shadow"
575,Gothorita,Normal,True,Gothorita (Shadow),"[574, 575]","574,575&shadow"
576,Gothitelle,Normal,False,Gothitelle,"[574, 575, 576]","574,575,576&!shadow"
576,Gothitelle,Normal,True,Gothitelle (Shadow),"[574, 575, 576]","574,575,576&shadow"
577,Solosis,Normal,False,Solosis,[577],577&!shadow
577,Solosis,Normal,True,Solosis (Shadow),[577],577&shadow
578,Duosion,Normal,False,Duosion,"[577, 578]","577,578&!shadow"
578,Duosion,Normal,True,Duosion (Shadow),"[577, 578]","577,578&shadow"
579,Reuniclus,Normal,False,Reuniclus,"[577, 578, 579]","577,578,579&!shadow"
579,Reuniclus,Normal,True,Reuniclus (Shadow),"[577, 578, 579]","577,578,579&shadow"
580,Ducklett,Normal,False,Ducklett,[580],580&!shadow
580,Ducklett,Normal,True,Ducklett (Shadow),[580],580&shadow
581,Swanna,Normal,False,Swanna,"[580, 581]","580,581&!shadow"
581,Swanna,Normal,True,Swanna (Shadow),"[580, 581]","580,581&shadow"
582,Vanillite,Normal,False,Vanillite,[582],582&!shadow
582,Vanillite,Normal,True,Vanillite (Shadow),[582],582&shadow
583,Vanillish,Normal,False,Vanillish,"[582, 583]","582,583&!shadow"
583,Vanillish,Normal,True,Vanillish (Shadow),"[582, 583]","582,583&shadow"
584,Vanilluxe,Normal,False,Vanilluxe,"[582, 583, 584]","582,583,584&!shadow"
584,Vanilluxe,Normal,True,Vanilluxe (Shadow),"[582, 583, 584]","582,583,584&shadow"
585,Deerling,Autumn,False,Deerling,[585],585&!shadow
585,Deerling,Autumn,True,Deerling (Shadow),[585],585&shadow
586,Sawsbuck,Autumn,False,Sawsbuck,"[585, 586]","585,586&!shadow"
586,Sawsbuck,Autumn,True,Sawsbuck (Shadow),"[585, 586]","585,586&shadow"
587,Emolga,Normal,False,Emolga,[587],587&!shadow
587,Emolga,Normal,True,Emolga (Shadow),[587],587&shadow
588,Karrablast,Normal,False,Karrablast,[588],588&!shadow
588,Karrablast,Normal,True,Karrablast (Shadow),[588],588&shadow
589,Escavalier,Normal,False,Escavalier,"[588, 589]","588,589&!shadow"
589,Escavalier,Normal,True,Escavalier (Shadow),"[588, 589]","588,589&shadow"
590,Foongus,Normal,False,Foongus,[590],590&!shadow
590,Foongus,Normal,True,Foongus (Shadow),[590],590&shadow
591,Amoonguss,Normal,False,Amoonguss,"[590, 591]","590,591&!shadow"
591,Amoonguss,Normal,True,Amoonguss (Shadow),"[590, 591]","590,591&shadow"
592,Frillish,Female,False,Frillish,[592],592&!shadow
592,Frillish,Female,True,Frillish (Shadow),[592],592&shadow
592,Frillish,Normal,False,Frillish,[592],592&!shadow
592,Frillish,Normal,True,Frillish (Shadow),[592],592&shadow
593,Jellicent,Female,False,Jellicent,"[592, 593]","592,593&!shadow"
593,Jellicent,Female,True,Jellicent (Shadow),"[592, 593]","592,593&shadow"
593,Jellicent,Normal,False,Jellicent,"[592, 593]","592,593&!shadow"
593,Jellicent,Normal,True,Jellicent (Shadow),"[592, 593]","592,593&shadow"
594,Alomomola,Normal,False,Alomomola,[594],594&!shadow
594,Alomomola,Normal,True,Alomomola (Shadow),[594],594&shadow
595,Joltik,Normal,False,Joltik,[595],595&!shadow
595,Joltik,Normal,True,Joltik (Shadow),[595],595&shadow
596,Galvantula,Normal,False,Galvantula,"[595, 596]","595,596&!shadow"
596,Galvantula,Normal,True,Galvantula (Shadow),"[595, 596]","595,596&shadow"
597,Ferroseed,Normal,False,Ferroseed,[597],597&!shadow
597,Ferroseed,Normal,True,Ferroseed (Shadow),[597],597&shadow
598,Ferrothorn,Normal,False,Ferrothorn,"[597, 598]","597,598&!shadow"
598,Ferrothorn,Normal,True,Ferrothorn (Shadow),"[597, 598]","597,598&shadow"
599,Klink,Normal,False,Klink,[599],599&!shadow
599,Klink,Normal,True,Klink (Shadow),[599],599&shadow
600,Klang,Normal,False,Klang,"[599, 600]","599,600&!shadow"
600,Klang,Normal,True,Klang (Shadow),"[599, 600]","599,600&shadow"
601,Klinklang,Normal,False,Klinklang,"[599, 600, 601]","599,600,601&!shadow"
601,Klinklang,Normal,True,Klinklang (Shadow),"[599, 600, 601]","599,600,601&shadow"
602,Tynamo,Normal,False,Tynamo,[602],602&!shadow
602,Tynamo,Normal,True,Tynamo (Shadow),[602],602&shadow
603,Eelektrik,Normal,False,Eelektrik,"[602, 603]","602,603&!shadow"
603,Eelektrik,Normal,True,Eelektrik (Shadow),"[602, 603]","602,603&shadow"
604,Eelektross,Normal,False,Eelektross,"[602, 603, 604]","602,603,604&!shadow"
604,Eelektross,Normal,True,Eelektross (Shadow),"[602, 603, 604]","602,603,604&shadow"
605,Elgyem,Normal,False,Elgyem,[605],605&!shadow
605,Elgyem,Normal,True,Elgyem (Shadow),[605],605&shadow
606,Beheeyem,Normal,False,Beheeyem,"[605, 606]","605,606&!shadow"
606,Beheeyem,Normal,True,Beheeyem (Shadow),"[605, 606]","605,606&shadow"
607,Litwick,Normal,False,Litwick,[607],607&!shadow
607,Litwick,Normal,True,Litwick (Shadow),[607],607&shadow
608,Lampent,Normal,False,Lampent,"[607, 608]","607,608&!shadow"
608,Lampent,Normal,True,Lampent (Shadow),"[607, 608]","607,608&shadow"
609,Chandelure,Normal,False,Chandelure,"[607, 608, 609]","607,608,609&!shadow"
609,Chandelure,Normal,True,Chandelure (Shadow),"[607, 608, 609]","607,608,609&shadow"
610,Axew,Normal,False,Axew,[610],610&!shadow
610,Axew,Normal,True,Axew (Shadow),[610],610&shadow
611,Fraxure,Normal,False,Fraxure,"[610, 611]","610,611&!shadow"
611,Fraxure,Normal,True,Fraxure (Shadow),"[610, 611]","610,611&shadow"
612,Haxorus,Normal,False,Haxorus,"[610, 611, 612]","610,611,612&!shadow"
612,Haxorus,Normal,True,Haxorus (Shadow),"[610, 611, 612]","610,611,612&shadow"
613,Cubchoo,Normal,False,Cubchoo,[613],613&!shadow
613,Cubchoo,Normal,True,Cubchoo (Shadow),[613],613&shadow
614,Beartic,Normal,False,Beartic,"[613, 614]","613,614&!shadow"
614,Beartic,Normal,True,Beartic (Shadow),"[613, 614]","613,614&shadow"
615,Cryogonal,Normal,False,Cryogonal,[615],615&!shadow
615,Cryogonal,Normal,True,Cryogonal (Shadow),[615],615&shadow
616,Shelmet,Normal,False,Shelmet,[616],616&!shadow
616,Shelmet,Normal,True,Shelmet (Shadow),[616],616&shadow
617,Accelgor,Normal,False,Accelgor,"[616, 617]","616,617&!shadow"
617,Accelgor,Normal,True,Accelgor (Shadow),"[616, 617]","616,617&shadow"
618,Stunfisk,Galarian,False,Stunfisk (Galarian),[618],618&galar&!shadow
618,Stunfisk,Galarian,True,Stunfisk (Galarian) (Shadow),[618],618&galar&shadow
618,Stunfisk,Normal,False,Stunfisk,[618],618&!galar&!shadow
618,Stunfisk,Normal,True,Stunfisk (Shadow),[618],618&!galar&shadow
619,Mienfoo,Normal,False,Mienfoo,[619],619&!shadow
619,Mienfoo,Normal,True,Mienfoo (Shadow),[619],619&shadow
620,Mienshao,Normal,False,Mienshao,"[619, 620]","619,620&!shadow"
620,Mienshao,Normal,True,Mienshao (Shadow),"[619, 620]","619,620&shadow"
621,Druddigon,Normal,False,Druddigon,[621],621&!shadow
621,Druddigon,Normal,True,Druddigon (Shadow),[621],621&shadow
622,Golett,Normal,False,Golett,[622],622&!shadow
622,Golett,Normal,True,Golett (Shadow),[622],622&shadow
623,Golurk,Normal,False,Golurk,"[622, 623]","622,623&!shadow"
623,Golurk,Normal,True,Golurk (Shadow),"[622, 623]","622,623&shadow"
624,Pawniard,Normal,False,Pawniard,[624],624&!shadow
624,Pawniard,Normal,True,Pawniard (Shadow),[624],624&shadow
625,Bisharp,Normal,False,Bisharp,"[624, 625]","624,625&!shadow"
625,Bisharp,Normal,True,Bisharp (Shadow),"[624, 625]","624,625&shadow"
626,Bouffalant,Normal,False,Bouffalant,[626],626&!shadow
626,Bouffalant,Normal,True,Bouffalant (Shadow),[626],626&shadow
627,Rufflet,Normal,False,Rufflet,[627],627&!shadow
627,Rufflet,Normal,True,Rufflet (Shadow),[627],627&shadow
628,Braviary,Hisuian,False,Braviary (Hisuian),"[627, 628]","627,628&hisui&!shadow"
628,Braviary,Hisuian,True,Braviary (Hisuian) (Shadow),"[627, 628]","627,628&hisui&shadow"
628,Braviary,Normal,False,Braviary,"[627, 628]","627,628&!hisui&!shadow"
628,Braviary,Normal,True,Braviary (Shadow),"[627, 628]","627,628&!hisui&shadow"
629,Vullaby,Normal,False,Vullaby,[629],629&!shadow
629,Vullaby,Normal,True,Vullaby (Shadow),[629],629&shadow
630,Mandibuzz,Normal,False,Mandibuzz,"[629, 630]","629,630&!shadow"
630,Mandibuzz,Normal,True,Mandibuzz (Shadow),"[629, 630]","629,630&shadow"
631,Heatmor,Normal,False,Heatmor,[631],631&!shadow
631,Heatmor,Normal,True,Heatmor (Shadow),[631],631&shadow
632,Durant,Normal,False,Durant,[632],632&!shadow
632,Durant,Normal,True,Durant (Shadow),[632],632&shadow
633,Deino,Normal,False,Deino,[633],633&!shadow
633,Deino,Normal,True,Deino (Shadow),[633],633&shadow
634,Zweilous,Normal,False,Zweilous,"[633, 634]","633,634&!shadow"
634,Zweilous,Normal,True,Zweilous (Shadow),"[633, 634]","633,634&shadow"
635,Hydreigon,Normal,False,Hydreigon,"[633, 634, 635]","633,634,635&!shadow"
635,Hydreigon,Normal,True,Hydreigon (Shadow),"[633, 634, 635]","633,634,635&shadow"
636,Larvesta,Normal,False,Larvesta,[636],636&!shadow
636,Larvesta,Normal,True,Larvesta (Shadow),[636],636&shadow
637,Volcarona,Normal,False,Volcarona,"[636, 637]","636,637&!shadow"
637,Volcarona,Normal,True,Volcarona (Shadow),"[636, 637]","636,637&shadow"
638,Cobalion,Normal,False,Cobalion,[638],638&!shadow
638,Cobalion,Normal,True,Cobalion (Shadow),[638],638&shadow
639,Terrakion,Normal,False,Terrakion,[639],639&!shadow
639,Terrakion,Normal,True,Terrakion (Shadow),[639],639&shadow
640,Virizion,Normal,False,Virizion,[640],640&!shadow
640,Virizion,Normal,True,Virizion (Shadow),[640],640&shadow
641,Tornadus,Incarnate,False,Tornadus (Incarnate),[641],641&!shadow
641,Tornadus,Incarnate,True,Tornadus (Incarnate) (Shadow),[641],641&shadow
641,Tornadus,Therian,False,Tornadus (Therian),[641],641&!shadow
641,Tornadus,Therian,True,Tornadus (Therian) (Shadow),[641],641&shadow
642,Thundurus,Incarnate,False,Thundurus (Incarnate),[642],642&!shadow
642,Thundurus,Incarnate,True,Thundurus (Incarnate) (Shadow),[642],642&shadow
642,Thundurus,Therian,False,Thundurus (Therian),[642],642&!shadow
642,Thundurus,Therian,True,Thundurus (Therian) (Shadow),[642],642&shadow
643,Reshiram,Normal,False,Reshiram,[643],643&!shadow
643,Reshiram,Normal,True,Reshiram (Shadow),[643],643&shadow
644,Zekrom,Normal,False,Zekrom,[644],644&!shadow
644,Zekrom,Normal,True,Zekrom (Shadow),[644],644&shadow
645,Landorus,Incarnate,False,Landorus (Incarnate),[645],645&!shadow
645,Landorus,Incarnate,True,Landorus (Incarnate) (Shadow),[645],645&shadow
645,Landorus,Therian,False,Landorus (Therian),[645],645&!shadow
645,Landorus,Therian,True,Landorus (Therian) (Shadow),[645],645&shadow
646,Kyurem,Black,False,Kyurem (Black),[646],646&!shadow
646,Kyurem,Black,True,Kyurem (Black) (Shadow),[646],646&shadow
646,Kyurem,Normal,False,Kyurem,[646],646&!shadow
646,Kyurem,Normal,True,Kyurem (Shadow),[646],646&shadow
646,Kyurem,White,False,Kyurem (White),[646],646&!shadow
646,Kyurem,White,True,Kyurem (White) (Shadow),[646],646&shadow
647,Keldeo,Ordinary,False,Keldeo (Ordinary),[647],647&!shadow
647,Keldeo,Ordinary,True,Keldeo (Ordinary) (Shadow),[647],647&shadow
647,Keldeo,Resolute,False,Keldeo (Resolute),[647],647&!shadow
647,Keldeo,Resolute,True,Keldeo (Resolute) (Shadow),[647],647&shadow
648,Meloetta,Aria,False,Meloetta (Aria),[648],648&!shadow
648,Meloetta,Aria,True,Meloetta (Aria) (Shadow),[648],648&shadow
649,Genesect,Burn,False,Genesect (Burn),[649],649&!shadow
649,Genesect,Burn,True,Genesect (Burn) (Shadow),[649],649&shadow
649,Genesect,Chill,False,Genesect (Chill),[649],649&!shadow
649,Genesect,Chill,True,Genesect (Chill) (Shadow),[649],649&shadow
649,Genesect,Douse,False,Genesect (Douse),[649],649&!shadow
649,Genesect,Douse,True,Genesect (Douse) (Shadow),[649],649&shadow
649,Genesect,Normal,False,Genesect,[649],649&!shadow
649,Genesect,Normal,True,Genesect (Shadow),[649],649&shadow
649,Genesect,Shock,False,Genesect (Shock),[649],649&!shadow
649,Genesect,Shock,True,Genesect (Shock) (Shadow),[649],649&shadow
650,Chespin,Normal,False,Chespin,[650],650&!shadow
650,Chespin,Normal,True,Chespin (Shadow),[650],650&shadow
651,Quilladin,Normal,False,Quilladin,"[650, 651]","650,651&!shadow"
651,Quilladin,Normal,True,Quilladin (Shadow),"[650, 651]","650,651&shadow"
652,Chesnaught,Normal,False,Chesnaught,"[650, 651, 652]","650,651,652&!shadow"
652,Chesnaught,Normal,True,Chesnaught (Shadow),"[650, 651, 652]","650,651,652&shadow"
653,Fennekin,Normal,False,Fennekin,[653],653&!shadow
653,Fennekin,Normal,True,Fennekin (Shadow),[653],653&shadow
654,Braixen,Normal,False,Braixen,"[653, 654]","653,654&!shadow"
654,Braixen,Normal,True,Braixen (Shadow),"[653, 654]","653,654&shadow"
655,Delphox,Normal,False,Delphox,"[653, 654, 655]","653,654,655&!shadow"
655,Delphox,Normal,True,Delphox (Shadow),"[653, 654, 655]","653,654,655&shadow"
656,Froakie,Normal,False,Froakie,[656],656&!shadow
656,Froakie,Normal,True,Froakie (Shadow),[656],656&shadow
657,Frogadier,Normal,False,Frogadier,"[656, 657]","656,657&!shadow"
657,Frogadier,Normal,True,Frogadier (Shadow),"[656, 657]","656,657&shadow"
658,Greninja,Normal,False,Greninja,"[656, 657, 658]","656,657,658&!shadow"
658,Greninja,Normal,True,Greninja (Shadow),"[656, 657, 658]","656,657,658&shadow"
659,Bunnelby,Normal,False,Bunnelby,[659],659&!shadow
659,Bunnelby,Normal,True,Bunnelby (Shadow),[659],659&shadow
660,Diggersby,Normal,False,Diggersby,"[659, 660]","659,660&!shadow"
660,Diggersby,Normal,True,Diggersby (Shadow),"[659, 660]","659,660&shadow"
661,Fletchling,Normal,False,Fletchling,[661],661&!shadow
661,Fletchling,Normal,True,Fletchling (Shadow),[661],661&shadow
662,Fletchinder,Normal,False,Fletchinder,"[661, 662]","661,662&!shadow"
662,Fletchinder,Normal,True,Fletchinder (Shadow),"[661, 662]","661,662&shadow"
663,Talonflame,Normal,False,Talonflame,"[661, 662, 663]","661,662,663&!shadow"
663,Talonflame,Normal,True,Talonflame (Shadow),"[661, 662, 663]","661,662,663&shadow"
664,Scatterbug,Archipelago,False,Scatterbug,[664],664&!shadow
664,Scatterbug,Archipelago,True,Scatterbug (Shadow),[664],664&shadow
665,Spewpa,Archipelago,False,Spewpa (Archipelago),"[664, 665]","664,665&!shadow"
